latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
31.869,-110.231,315.7,1,1,2019-10-18,2040,A,57,6.0NRT,302.8,5.8,D
33.072,-112.15,323.5,1,1,2019-10-18,2040,A,61,6.0NRT,311.5,7.2,D
33.411,-110.868,318,1,1,2019-10-18,2040,A,65,6.0NRT,301.9,7.2,D
34.265,-110.331,322.2,1.1,1,2019-10-18,2040,A,77,6.0NRT,297.6,17.5,D
34.447,-112.47,321.4,1,1,2019-10-18,2040,A,72,6.0NRT,294.1,16.4,D
34.455,-112.477,325,1,1,2019-10-18,2040,A,76,6.0NRT,296.8,19.6,D
34.454,-112.488,317.6,1,1,2019-10-18,2040,A,64,6.0NRT,296.2,11.7,D
35.283,-112.24,328.6,1,1,2019-10-18,2040,A,81,6.0NRT,296.9,22.7,D
38.937,-112.818,303.9,1,1,2019-10-18,2040,A,51,6.0NRT,291.9,3.6,D
39.028,-121.672,307.7,2.2,1.4,2019-10-18,2040,A,63,6.0NRT,296.1,12.9,D
39.21,-121.639,305.8,2.2,1.4,2019-10-18,2040,A,51,6.0NRT,294.9,10.3,D
39.334,-121.749,311.5,2.2,1.4,2019-10-18,2040,A,69,6.0NRT,296.2,21.8,D
39.346,-121.754,313,2.2,1.4,2019-10-18,2040,A,72,6.0NRT,294.2,24.8,D
39.355,-121.837,308.4,2.2,1.4,2019-10-18,2040,A,51,6.0NRT,297.4,16.6,D
39.354,-121.843,309.6,2.2,1.4,2019-10-18,2040,A,68,6.0NRT,297.8,19,D
39.378,-122.041,326.1,2.3,1.5,2019-10-18,2040,A,84,6.0NRT,296.4,67.8,D
39.351,-122.225,314.7,2.3,1.5,2019-10-18,2040,A,75,6.0NRT,295.7,31.1,D
39.457,-121.802,314.7,2.2,1.4,2019-10-18,2040,A,75,6.0NRT,294.7,28.5,D
39.452,-121.827,314.1,2.2,1.4,2019-10-18,2040,A,74,6.0NRT,294.9,28.3,D
39.347,-122.229,318.8,2.3,1.5,2019-10-18,2040,A,79,6.0NRT,296.5,41.6,D
39.456,-121.806,320.8,2.2,1.4,2019-10-18,2040,A,80,6.0NRT,295.1,44.4,D
39.451,-121.831,309.8,2.2,1.4,2019-10-18,2040,A,54,6.0NRT,294.7,16.9,D
39.769,-121.916,322.1,2.2,1.4,2019-10-18,2040,A,81,6.0NRT,297.3,49.6,D
41.413,-121.526,331,1.9,1.3,2019-10-18,2040,A,77,6.0NRT,287.4,73.2,D
41.422,-121.511,319.7,1.9,1.3,2019-10-18,2040,A,28,6.0NRT,286.1,41.5,D
41.434,-121.515,324.5,1.9,1.3,2019-10-18,2040,A,33,6.0NRT,285.4,52.9,D
44.373,-116.054,310.3,1,1,2019-10-18,2040,A,61,6.0NRT,276.7,14.2,D
43.748,-121.393,312.9,1.6,1.3,2019-10-18,2040,A,65,6.0NRT,281.2,27.1,D
43.759,-121.398,317.9,1.6,1.3,2019-10-18,2040,A,78,6.0NRT,280.3,35.8,D
43.755,-121.417,343.9,1.6,1.3,2019-10-18,2040,A,93,6.0NRT,283.6,105.9,D
44.46,-118.467,313.4,1.2,1.1,2019-10-18,2040,A,74,6.0NRT,274.5,19.9,D
44.458,-118.481,309.7,1.2,1.1,2019-10-18,2040,A,69,6.0NRT,273.9,16.3,D
44.573,-118.884,300,1.2,1.1,2019-10-18,2040,A,0,6.0NRT,272,8.8,D
45.775,-115.981,326,1,1,2019-10-18,2040,A,78,6.0NRT,279.5,26.9,D
45.792,-115.986,317.1,1,1,2019-10-18,2040,A,58,6.0NRT,273.7,19.1,D
49.163,-120.303,375,1.1,1.1,2019-10-18,2045,A,75,6.0NRT,273.3,162.7,D
49.173,-120.305,356.9,1.1,1.1,2019-10-18,2045,A,74,6.0NRT,268.5,94.5,D
49.17,-120.321,328.3,1.1,1.1,2019-10-18,2045,A,81,6.0NRT,270.7,33.3,D
49.195,-120.319,355.4,1.1,1.1,2019-10-18,2045,A,0,6.0NRT,272.1,92.4,D
18.931,-70.353,304.8,1.4,1.2,2019-10-19,0240,T,61,6.0NRT,290.1,10.7,N
31.083,-90.583,300.4,1.2,1.1,2019-10-19,0425,T,28,6.0NRT,285.9,7.8,N
32.153,-101.934,300.9,2.2,1.4,2019-10-19,0425,T,35,6.0NRT,288.9,15.4,N
17.894,-92.49,316,1.1,1,2019-10-19,0420,T,92,6.0NRT,291.3,14.2,N
17.835,-93.124,309.8,1.1,1.1,2019-10-19,0420,T,77,6.0NRT,291.3,9.2,N
17.846,-93.115,306.1,1.1,1.1,2019-10-19,0420,T,30,6.0NRT,291,6,N
17.845,-93.126,316.5,1.1,1.1,2019-10-19,0420,T,93,6.0NRT,291.5,15.1,N
17.891,-93.173,312.6,1.1,1.1,2019-10-19,0420,T,85,6.0NRT,292.5,11,N
17.889,-93.183,322,1.1,1.1,2019-10-19,0420,T,100,6.0NRT,292.6,21.2,N
17.887,-93.194,310.5,1.1,1.1,2019-10-19,0420,T,80,6.0NRT,292.4,9.2,N
17.899,-93.185,329.7,1.1,1.1,2019-10-19,0420,T,100,6.0NRT,293.1,32.2,N
17.909,-93.516,309.9,1.2,1.1,2019-10-19,0420,T,79,6.0NRT,291.8,9.7,N
17.908,-93.527,310.8,1.2,1.1,2019-10-19,0420,T,81,6.0NRT,291.9,10.5,N
19.438,-92.037,305.5,1,1,2019-10-19,0420,T,32,6.0NRT,291.1,3.4,N
19.566,-92.233,306.6,1,1,2019-10-19,0420,T,47,6.0NRT,287.7,5,N
19.564,-92.242,309.8,1,1,2019-10-19,0420,T,68,6.0NRT,287.5,7.2,N
32.587,-98.922,309.1,1.2,1.1,2019-10-19,0840,A,76,6.0NRT,290.4,11.4,N
32.585,-98.91,320.6,1.2,1.1,2019-10-19,0840,A,100,6.0NRT,291.5,23.3,N
32.578,-98.924,306,1.2,1.1,2019-10-19,0840,A,40,6.0NRT,290.1,8.5,N
32.576,-98.912,318.6,1.2,1.1,2019-10-19,0840,A,97,6.0NRT,290.8,20.8,N
32.574,-98.919,304.2,1.2,1.1,2019-10-19,0840,A,59,6.0NRT,290.3,8.5,N
31.508,-102.638,302.7,1,1,2019-10-19,0840,A,51,6.0NRT,284.7,8.2,N
26.886,-101.449,307.8,1.1,1,2019-10-19,0845,A,72,6.0NRT,290.2,9.5,N
49.91,-81.782,339.9,1.1,1,2019-10-19,1625,T,92,6.0NRT,277.5,52.7,D
49.908,-81.767,318.3,1.1,1,2019-10-19,1625,T,78,6.0NRT,276.6,21.9,D
49.901,-81.785,346.4,1.1,1,2019-10-19,1625,T,94,6.0NRT,276.2,64.8,D
49.899,-81.77,334.8,1.1,1,2019-10-19,1625,T,89,6.0NRT,275.8,42.7,D
42.2,-72.519,306.7,2.4,1.5,2019-10-19,1625,T,64,6.0NRT,288.5,28.5,D
42.192,-72.528,309.1,2.4,1.5,2019-10-19,1625,T,64,6.0NRT,289.1,34.9,D
43.259,-79.808,305.7,1,1,2019-10-19,1625,T,47,6.0NRT,290.7,6.1,D
42.9,-81.12,324.8,1,1,2019-10-19,1625,T,72,6.0NRT,287.1,22.7,D
42.898,-81.108,328.7,1,1,2019-10-19,1625,T,75,6.0NRT,287.2,27.3,D
39.599,-87.802,306.4,1.4,1.2,2019-10-19,1625,T,59,6.0NRT,294.3,6.8,D
39.588,-87.804,307.7,1.4,1.2,2019-10-19,1625,T,60,6.0NRT,294,8.6,D
37.854,-87.499,317.5,1.3,1.1,2019-10-19,1625,T,76,6.0NRT,294.4,17.4,D
37.948,-89.163,304.8,1.6,1.3,2019-10-19,1625,T,42,6.0NRT,291.3,6.5,D
36.288,-92.036,305,2.3,1.5,2019-10-19,1625,T,59,6.0NRT,289.4,20.6,D
34.856,-92.724,338.6,2.5,1.5,2019-10-19,1625,T,91,6.0NRT,290.4,154.7,D
34.854,-92.697,323.4,2.5,1.5,2019-10-19,1625,T,82,6.0NRT,289.8,78.7,D
34.703,-92.891,305.3,2.5,1.5,2019-10-19,1625,T,57,6.0NRT,288.6,23.2,D
34.7,-92.864,311.7,2.5,1.5,2019-10-19,1625,T,70,6.0NRT,289.3,39.5,D
34.588,-91.775,306.3,2.1,1.4,2019-10-19,1625,T,52,6.0NRT,291.4,15.5,D
34.587,-91.759,306.4,2.1,1.4,2019-10-19,1625,T,49,6.0NRT,292.3,14.2,D
33.702,-96.005,307.4,4,1.9,2019-10-19,1630,T,58,6.0NRT,293.9,29.5,D
32.958,-88.818,304,1.3,1.1,2019-10-19,1630,T,32,6.0NRT,286.4,6.1,D
32.525,-89.225,314.8,1.4,1.2,2019-10-19,1630,T,74,6.0NRT,289.9,17.1,D
32.524,-89.211,326.1,1.4,1.2,2019-10-19,1630,T,84,6.0NRT,289.9,34.9,D
30.522,-89.459,331,1.4,1.2,2019-10-19,1630,T,86,6.0NRT,293.3,41.1,D
30.516,-89.467,320,1.4,1.2,2019-10-19,1630,T,78,6.0NRT,292.5,23.6,D
30.514,-89.453,316.6,1.4,1.2,2019-10-19,1630,T,74,6.0NRT,292.3,18.2,D
30.565,-94.767,335.1,3.1,1.7,2019-10-19,1630,T,88,6.0NRT,292.6,166,D
30.55,-94.768,309.6,3.1,1.7,2019-10-19,1630,T,53,6.0NRT,292.1,31,D
30.566,-94.772,332.7,3.1,1.7,2019-10-19,1630,T,87,6.0NRT,292.6,151.1,D
30.551,-94.774,313.8,3.1,1.7,2019-10-19,1630,T,69,6.0NRT,292.2,50.2,D
30.21,-91.01,317,1.7,1.3,2019-10-19,1630,T,64,6.0NRT,297.2,22.3,D
30.182,-91.084,318.6,1.7,1.3,2019-10-19,1630,T,76,6.0NRT,296,27.1,D
29.978,-92.191,309.4,2,1.4,2019-10-19,1630,T,59,6.0NRT,295.6,14,D
29.844,-90.996,318.9,1.7,1.3,2019-10-19,1630,T,75,6.0NRT,298,24.8,D
29.842,-90.979,309.8,1.6,1.3,2019-10-19,1630,T,59,6.0NRT,296.4,8.8,D
29.86,-91.609,312.9,1.8,1.3,2019-10-19,1630,T,67,6.0NRT,297.1,17,D
29.833,-91.463,307.9,1.8,1.3,2019-10-19,1630,T,54,6.0NRT,295.7,9.9,D
29.838,-91.469,310.6,1.8,1.3,2019-10-19,1630,T,61,6.0NRT,296.3,13.2,D
29.682,-90.447,307.2,1.5,1.2,2019-10-19,1630,T,51,6.0NRT,295.8,7.3,D
21.464,-87.834,312.4,1,1,2019-10-19,1630,T,58,6.0NRT,292,6.7,D
19.568,-92.236,326.2,1.5,1.2,2019-10-19,1630,T,79,6.0NRT,293.3,35.2,D
19.441,-92.04,310.9,1.4,1.2,2019-10-19,1630,T,44,6.0NRT,293.1,9.8,D
19.392,-92.039,318.6,1.4,1.2,2019-10-19,1630,T,70,6.0NRT,293.4,20.1,D
19.296,-92.167,334.2,1.4,1.2,2019-10-19,1630,T,86,6.0NRT,293.7,51.3,D
19.294,-92.154,310.1,1.4,1.2,2019-10-19,1630,T,29,6.0NRT,293.3,9.3,D
18.205,-94.002,309.2,1.9,1.3,2019-10-19,1630,T,37,6.0NRT,289.1,11.2,D
49.211,-101.966,307.7,1.1,1,2019-10-19,1800,T,66,6.0NRT,283.8,9.7,D
48.253,-105.305,302.6,1,1,2019-10-19,1800,T,53,6.0NRT,287.4,5.8,D
38.109,-107.603,306.2,1,1,2019-10-19,1805,T,42,6.0NRT,288.8,8.9,D
36.696,-105.898,330.8,1.1,1,2019-10-19,1805,T,87,6.0NRT,294.3,31.2,D
36.691,-105.906,312.8,1.1,1,2019-10-19,1805,T,73,6.0NRT,294.3,9.5,D
36.689,-105.894,316.1,1.1,1.1,2019-10-19,1805,T,76,6.0NRT,292.5,12.6,D
32.994,-98.303,311.8,3.7,1.8,2019-10-19,1805,T,58,6.0NRT,298.1,40.2,D
32.979,-98.309,334.9,3.7,1.8,2019-10-19,1805,T,87,6.0NRT,298.1,202.7,D
32.969,-98.27,314,3.7,1.8,2019-10-19,1805,T,64,6.0NRT,297.2,49.5,D
32.987,-98.313,330.2,3.7,1.8,2019-10-19,1805,T,84,6.0NRT,298.5,163.1,D
32.978,-98.275,321.9,3.7,1.8,2019-10-19,1805,T,76,6.0NRT,297.7,100.6,D
32.578,-98.915,316.3,3.4,1.7,2019-10-19,1805,T,67,6.0NRT,297,65.1,D
34.282,-110.302,317.7,1,1,2019-10-19,1805,T,55,6.0NRT,294.2,11.1,D
34.083,-110.062,310.2,1,1,2019-10-19,1805,T,64,6.0NRT,294.2,7.4,D
34.081,-110.051,308.6,1,1,2019-10-19,1805,T,60,6.0NRT,294.7,6.2,D
32.817,-106.107,327.4,1.2,1.1,2019-10-19,1805,T,81,6.0NRT,304.1,21.6,D
32.807,-106.109,318.7,1.2,1.1,2019-10-19,1805,T,71,6.0NRT,304.5,9.4,D
33.419,-110.861,319.4,1,1,2019-10-19,1805,T,66,6.0NRT,306.2,8.5,D
32.173,-115.113,335.4,1.6,1.3,2019-10-19,1805,T,83,6.0NRT,309.4,49.3,D
32.162,-115.115,321.7,1.6,1.3,2019-10-19,1805,T,57,6.0NRT,310.1,14.1,D
18.205,-70.554,315.3,1,1,2019-10-19,1800,A,63,6.0NRT,299.8,8.8,D
18.927,-70.349,321.7,1,1,2019-10-19,1800,A,77,6.0NRT,299.4,12.1,D
18.925,-70.358,330,1,1,2019-10-19,1800,A,84,6.0NRT,299.6,21.6,D
18.989,-70.492,328.7,1,1,2019-10-19,1800,A,83,6.0NRT,294.9,24.1,D
18.988,-70.501,309.9,1,1,2019-10-19,1800,A,51,6.0NRT,294.4,5.7,D
19.017,-70.429,317,1,1,2019-10-19,1800,A,54,6.0NRT,298.3,8.5,D
19.165,-70.235,322.5,1,1,2019-10-19,1800,A,77,6.0NRT,299.8,9.5,D
19.163,-70.244,324.2,1,1,2019-10-19,1800,A,78,6.0NRT,299.4,11.9,D
19.155,-70.301,320.1,1,1,2019-10-19,1800,A,74,6.0NRT,299.9,7.7,D
19.401,-71.365,313.3,1.1,1,2019-10-19,1800,A,57,6.0NRT,296.6,7.4,D
19.572,-71.093,323.1,1.1,1,2019-10-19,1800,A,75,6.0NRT,301.5,12.8,D
19.605,-71.059,316.9,1.1,1,2019-10-19,1800,A,66,6.0NRT,300.2,6.8,D
19.687,-71.549,320.5,1.1,1,2019-10-19,1800,A,64,6.0NRT,299.8,9,D
19.706,-71.489,322.5,1.1,1,2019-10-19,1800,A,74,6.0NRT,299.2,11.8,D
27.971,-107.596,305.5,1.2,1.1,2019-10-19,1810,T,15,6.0NRT,294.1,4.8,D
26.821,-107.072,307.6,1.4,1.2,2019-10-19,1810,T,43,6.0NRT,297.1,6.9,D
37.866,-85.766,302.5,3.4,1.7,2019-10-19,1805,A,50,6.0NRT,292.4,23.4,D
37.857,-85.803,328.8,3.5,1.8,2019-10-19,1805,A,86,6.0NRT,293.4,161.5,D
37.861,-85.768,307.4,3.4,1.7,2019-10-19,1805,A,64,6.0NRT,292.3,40.8,D
37.851,-85.804,326.5,3.5,1.8,2019-10-19,1805,A,84,6.0NRT,293.2,143.6,D
41.295,-75.757,300.7,1,1,2019-10-19,1805,A,25,6.0NRT,289.2,3.8,D
42.189,-72.516,322,1.2,1.1,2019-10-19,1805,A,81,6.0NRT,290.7,24,D
42.187,-72.53,334.1,1.2,1.1,2019-10-19,1805,A,89,6.0NRT,294,41.7,D
42.086,-78.444,306.9,1.1,1.1,2019-10-19,1805,A,64,6.0NRT,290.9,9.2,D
42.802,-80.104,304.4,1.3,1.1,2019-10-19,1805,A,44,6.0NRT,290.6,8.4,D
42.93,-80.137,357.3,1.3,1.1,2019-10-19,1805,A,93,6.0NRT,288.6,108.5,D
42.928,-80.152,344.4,1.3,1.1,2019-10-19,1805,A,88,6.0NRT,288.7,69.7,D
42.937,-80.155,320.1,1.3,1.1,2019-10-19,1805,A,75,6.0NRT,289.1,24.5,D
43.091,-80.453,301,1.3,1.1,2019-10-19,1805,A,43,6.0NRT,287,6.5,D
43.261,-79.803,302.9,1.2,1.1,2019-10-19,1805,A,39,6.0NRT,291.8,5.3,D
43.258,-79.817,303.3,1.2,1.1,2019-10-19,1805,A,48,6.0NRT,292.2,5.6,D
44.415,-78.886,316.8,1.1,1,2019-10-19,1805,A,73,6.0NRT,286.6,17.9,D
44.413,-78.899,312.4,1.1,1,2019-10-19,1805,A,72,6.0NRT,287.5,13.9,D
44.478,-78.955,303.1,1.1,1,2019-10-19,1805,A,55,6.0NRT,287,6.8,D
47.486,-79.721,306.2,1.1,1,2019-10-19,1810,A,63,6.0NRT,285.2,8.9,D
47.497,-79.711,309.4,1.1,1,2019-10-19,1810,A,42,6.0NRT,284.9,10.3,D
49.466,-80.962,304.9,1.1,1,2019-10-19,1810,A,48,6.0NRT,269.9,10.2,D
49.475,-80.965,313.6,1.1,1,2019-10-19,1810,A,74,6.0NRT,273.3,17.3,D
49.472,-80.98,300.2,1.1,1,2019-10-19,1810,A,25,6.0NRT,272.3,7.6,D
49.522,-81.03,320.3,1.1,1,2019-10-19,1810,A,76,6.0NRT,279.1,23.9,D
49.519,-81.045,327.7,1.1,1,2019-10-19,1810,A,80,6.0NRT,279.3,33.2,D
49.899,-81.773,322.8,1.1,1.1,2019-10-19,1810,A,46,6.0NRT,273.6,23.5,D
49.897,-81.788,327.7,1.1,1.1,2019-10-19,1810,A,36,6.0NRT,280.7,30.1,D
49.906,-81.792,332.5,1.1,1.1,2019-10-19,1810,A,61,6.0NRT,280.2,36.7,D
49.915,-81.796,347.9,1.1,1.1,2019-10-19,1810,A,93,6.0NRT,280.9,67.1,D
39.02,-121.759,315.2,3,1.7,2019-10-19,1945,T,0,6.0NRT,291.7,53.5,D
49.835,-125.57,314.3,1.1,1,2019-10-19,1940,T,61,6.0NRT,277.3,18.4,D
49.826,-125.574,310.4,1.1,1,2019-10-19,1940,T,35,6.0NRT,275.5,14.8,D
17.836,-93.123,339.7,1,1,2019-10-19,1940,A,89,6.0NRT,299,35.4,D
17.892,-93.18,333,1,1,2019-10-19,1940,A,84,6.0NRT,299.5,23.8,D
17.891,-93.19,325.2,1,1,2019-10-19,1940,A,77,6.0NRT,300.3,14.1,D
17.903,-93.179,319.8,1,1,2019-10-19,1940,A,70,6.0NRT,299.2,9.5,D
17.901,-93.188,326.6,1,1,2019-10-19,1940,A,79,6.0NRT,299.4,16.8,D
17.985,-93.313,316.8,1,1,2019-10-19,1940,A,65,6.0NRT,296.3,7.4,D
18.027,-93.928,319.4,1,1,2019-10-19,1940,A,70,6.0NRT,298.8,9.7,D
18.28,-92.233,320.1,1.1,1,2019-10-19,1940,A,30,6.0NRT,300.2,9.6,D
18.092,-94.049,316.4,1,1,2019-10-19,1940,A,65,6.0NRT,299.2,6.9,D
18.589,-92.324,322,1.1,1,2019-10-19,1940,A,75,6.0NRT,295,14.4,D
18.587,-92.334,325.8,1.1,1,2019-10-19,1940,A,79,6.0NRT,295.2,18.8,D
18.637,-92.175,315.6,1.1,1,2019-10-19,1940,A,64,6.0NRT,296.3,7.9,D
19.388,-92.048,310.7,1.1,1.1,2019-10-19,1940,A,42,6.0NRT,292.7,7.5,D
19.432,-92.039,313,1.1,1.1,2019-10-19,1940,A,57,6.0NRT,292.9,9.4,D
19.566,-92.237,329,1.1,1.1,2019-10-19,1940,A,82,6.0NRT,293.1,27.9,D
19.565,-92.248,313.4,1.1,1.1,2019-10-19,1940,A,58,6.0NRT,292.8,9.7,D
18.539,-101.303,311.7,2.4,1.5,2019-10-19,1940,A,41,6.0NRT,286.4,20.8,D
18.535,-101.326,311.9,2.4,1.5,2019-10-19,1940,A,55,6.0NRT,286.9,22,D
25.193,-99.696,316.6,1.4,1.2,2019-10-19,1940,A,34,6.0NRT,301.9,6.7,D
26.598,-98.675,325.7,1.2,1.1,2019-10-19,1940,A,63,6.0NRT,307.8,10.3,D
26.608,-98.677,326.2,1.2,1.1,2019-10-19,1940,A,61,6.0NRT,306.8,11.3,D
29.734,-90.796,316.6,1.8,1.3,2019-10-19,1940,A,71,6.0NRT,298.5,20.3,D
29.776,-90.857,315.6,1.8,1.3,2019-10-19,1940,A,52,6.0NRT,301,16,D
29.841,-90.871,328.7,1.8,1.3,2019-10-19,1940,A,83,6.0NRT,300.5,50,D
29.879,-90.969,315.3,1.8,1.3,2019-10-19,1940,A,64,6.0NRT,300.6,16.8,D
29.972,-90.839,309.7,1.8,1.3,2019-10-19,1940,A,39,6.0NRT,298.2,10.6,D
29.97,-90.857,326.1,1.8,1.3,2019-10-19,1940,A,81,6.0NRT,300,47.1,D
29.989,-90.784,321.2,1.8,1.3,2019-10-19,1940,A,58,6.0NRT,299,32.4,D
29.897,-91.774,319.1,1.6,1.2,2019-10-19,1940,A,74,6.0NRT,298.8,20.7,D
29.977,-90.845,311.4,1.8,1.3,2019-10-19,1940,A,37,6.0NRT,298.4,11.5,D
29.976,-90.864,313.2,1.8,1.3,2019-10-19,1940,A,55,6.0NRT,299.3,16.1,D
29.899,-91.763,314.7,1.6,1.2,2019-10-19,1940,A,67,6.0NRT,298.5,14.1,D
29.897,-91.779,312.3,1.6,1.2,2019-10-19,1940,A,62,6.0NRT,298.6,10.4,D
30.022,-91,313.7,1.8,1.3,2019-10-19,1940,A,54,6.0NRT,298.8,15.5,D
30.032,-91.02,328.9,1.8,1.3,2019-10-19,1940,A,83,6.0NRT,300,48.4,D
30.081,-91.088,315.5,1.7,1.3,2019-10-19,1940,A,69,6.0NRT,299.2,18.4,D
30.136,-90.891,317.8,1.8,1.3,2019-10-19,1940,A,63,6.0NRT,299.7,26.2,D
30.143,-91.059,315.8,1.8,1.3,2019-10-19,1940,A,61,6.0NRT,299.1,17.9,D
30.142,-91.186,311.9,1.7,1.3,2019-10-19,1940,A,35,6.0NRT,298.4,10.5,D
30.14,-91.204,312,1.7,1.3,2019-10-19,1940,A,30,6.0NRT,297.2,11.9,D
30.149,-91.193,313.7,1.7,1.3,2019-10-19,1940,A,65,6.0NRT,298,15.4,D
30.063,-92.15,322,1.5,1.2,2019-10-19,1940,A,77,6.0NRT,298.8,25,D
30.195,-91.09,313.2,1.8,1.3,2019-10-19,1940,A,0,6.0NRT,297.9,14.1,D
30.205,-91.218,316.4,1.7,1.3,2019-10-19,1940,A,70,6.0NRT,297.7,21.3,D
30.218,-91.191,320.4,1.7,1.3,2019-10-19,1940,A,71,6.0NRT,299.2,26.3,D
30.303,-91.274,317.5,1.7,1.3,2019-10-19,1940,A,72,6.0NRT,299.6,20.8,D
30.3,-91.279,317.5,1.7,1.3,2019-10-19,1940,A,59,6.0NRT,300.4,20.1,D
30.471,-90.624,309.9,1.9,1.3,2019-10-19,1940,A,57,6.0NRT,296.9,13.5,D
30.42,-91.461,312.2,1.7,1.3,2019-10-19,1940,A,63,6.0NRT,298,13.7,D
30.418,-91.478,311.4,1.7,1.3,2019-10-19,1940,A,61,6.0NRT,298.3,12,D
30.472,-91.291,326.2,1.7,1.3,2019-10-19,1940,A,81,6.0NRT,298.7,42.1,D
30.462,-91.501,320.9,1.7,1.3,2019-10-19,1940,A,76,6.0NRT,297.3,27.7,D
30.46,-91.518,316.8,1.7,1.3,2019-10-19,1940,A,71,6.0NRT,297.4,19.9,D
30.459,-91.506,326.1,1.7,1.3,2019-10-19,1940,A,72,6.0NRT,297.3,37.1,D
30.576,-91.381,315.3,1.7,1.3,2019-10-19,1940,A,68,6.0NRT,297.4,17.1,D
30.574,-91.399,315.8,1.7,1.3,2019-10-19,1940,A,70,6.0NRT,297.6,17.7,D
30.574,-91.388,322.3,1.7,1.3,2019-10-19,1940,A,78,6.0NRT,297.9,32.9,D
30.656,-91.382,316,1.7,1.3,2019-10-19,1940,A,63,6.0NRT,297.9,19,D
30.654,-91.399,314.5,1.7,1.3,2019-10-19,1940,A,60,6.0NRT,297.7,16.7,D
30.642,-91.521,311.7,1.7,1.3,2019-10-19,1940,A,62,6.0NRT,298.3,14.1,D
30.664,-91.388,320.8,1.7,1.3,2019-10-19,1940,A,74,6.0NRT,298.2,27.4,D
30.719,-91.641,316.6,1.6,1.3,2019-10-19,1940,A,71,6.0NRT,297.3,19.1,D
30.719,-91.648,316.7,1.6,1.3,2019-10-19,1940,A,72,6.0NRT,297.4,19.1,D
30.773,-92.126,323,1.5,1.2,2019-10-19,1940,A,79,6.0NRT,299.4,28.9,D
30.847,-91.722,315.3,1.6,1.3,2019-10-19,1940,A,70,6.0NRT,298.5,15.5,D
30.974,-91.006,307.7,1.8,1.3,2019-10-19,1940,A,52,6.0NRT,296.4,10.8,D
30.919,-92.138,321.4,1.5,1.2,2019-10-19,1940,A,77,6.0NRT,301.2,24,D
30.917,-92.153,332.7,1.5,1.2,2019-10-19,1940,A,86,6.0NRT,300.9,48.5,D
30.786,-93.765,317.6,1.2,1.1,2019-10-19,1940,A,72,6.0NRT,296.1,13.6,D
30.785,-93.778,328.4,1.2,1.1,2019-10-19,1940,A,83,6.0NRT,297.6,29,D
30.795,-93.78,322.7,1.2,1.1,2019-10-19,1940,A,78,6.0NRT,296.2,20.6,D
30.977,-92.232,313.2,1.5,1.2,2019-10-19,1940,A,54,6.0NRT,298.6,10.1,D
31.035,-92.342,313.2,1.5,1.2,2019-10-19,1940,A,58,6.0NRT,299,9.4,D
31.046,-92.344,315.6,1.5,1.2,2019-10-19,1940,A,70,6.0NRT,298.5,13.6,D
30.892,-94.071,320.7,1.2,1.1,2019-10-19,1940,A,76,6.0NRT,295.2,18,D
30.79,-95.384,314.9,1.1,1,2019-10-19,1940,A,62,6.0NRT,299.1,7.8,D
30.788,-95.395,311,1.1,1,2019-10-19,1940,A,45,6.0NRT,298.1,4.5,D
32.009,-91.129,320.6,1.8,1.3,2019-10-19,1940,A,54,6.0NRT,295.2,36.3,D
32.489,-93.984,323,1.3,1.1,2019-10-19,1940,A,79,6.0NRT,294.9,22.5,D
32.499,-93.986,323.4,1.3,1.1,2019-10-19,1940,A,79,6.0NRT,294,22.5,D
32.498,-93.999,326.5,1.3,1.1,2019-10-19,1940,A,82,6.0NRT,294.3,27,D
31.31,-103.292,319.9,1.8,1.3,2019-10-19,1940,A,61,6.0NRT,308.6,12.7,D
31.306,-103.31,342.5,1.8,1.3,2019-10-19,1940,A,90,6.0NRT,309.1,82.8,D
31.317,-103.299,331.4,1.8,1.3,2019-10-19,1940,A,81,6.0NRT,308.8,42.6,D
31.313,-103.317,330.6,1.8,1.3,2019-10-19,1940,A,80,6.0NRT,309.2,40,D
33.188,-91.655,310.3,1.8,1.3,2019-10-19,1940,A,62,6.0NRT,294.3,15.6,D
33.183,-91.66,314.6,1.8,1.3,2019-10-19,1940,A,70,6.0NRT,295.3,24.3,D
32.574,-98.92,324.4,1,1,2019-10-19,1940,A,77,6.0NRT,304.4,16,D
32.972,-98.305,346.2,1,1,2019-10-19,1940,A,93,6.0NRT,305.3,47.6,D
32.97,-98.315,314.8,1,1,2019-10-19,1940,A,23,6.0NRT,303.1,5.6,D
32.981,-98.307,330.6,1,1,2019-10-19,1940,A,82,6.0NRT,306.4,22.1,D
34.052,-91.356,329.7,1.9,1.3,2019-10-19,1940,A,85,6.0NRT,299.8,58.9,D
33.808,-94.785,312.5,1.2,1.1,2019-10-19,1940,A,62,6.0NRT,295.7,8.4,D
33.807,-94.798,315.9,1.2,1.1,2019-10-19,1940,A,69,6.0NRT,298.3,11.5,D
33.697,-95.992,319.5,1.1,1,2019-10-19,1940,A,71,6.0NRT,302.4,10.9,D
33.696,-96.004,328.7,1.1,1,2019-10-19,1940,A,82,6.0NRT,301.5,21.7,D
33.596,-96.759,315.7,1,1,2019-10-19,1940,A,59,6.0NRT,302.6,5.2,D
33.806,-95.64,319,1.1,1,2019-10-19,1940,A,63,6.0NRT,297,15.9,D
34.401,-90.881,317.7,2.1,1.4,2019-10-19,1940,A,74,6.0NRT,298.2,24.3,D
